stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
1181,1181,Olaguibel / Ambulatorio,,42.845833,-2.665582,1,,0,,Europe/Madrid,0,,
1182,1182,Valladolid / Andalucía,,42.851814,-2.65913,1,,0,,Europe/Madrid,0,,
1183,1183,8 de marzo 10,,42.854889,-2.65459,1,,0,,Europe/Madrid,0,,
1184,1184,8 de marzo 24,,42.85413,-2.650263,1,,0,,Europe/Madrid,0,,
1185,1185,Urartea / Vitorialanda,,42.858883,-2.708418,1,,0,,Europe/Madrid,0,,
1186,1186,Urartea / Vitoriabidea,,42.860439,-2.709542,1,,0,,Europe/Madrid,0,,
1187,1187,Urartea / San Miguel Atxa,,42.86237,-2.710929,1,,0,,Europe/Madrid,0,,
1188,1188,Urartea / Alibarra,,42.864185,-2.712239,1,,0,,Europe/Madrid,0,,
1189,1189,Alibarra / Gobeo,,42.862007,-2.715211,1,,0,,Europe/Madrid,0,,
1190,1190,Alibarra / Bekolarra,,42.86079,-2.718366,1,,0,,Europe/Madrid,0,,
1191,1191,Alibarra / Mayoristas,,42.858505,-2.721773,1,,0,,Europe/Madrid,0,,
1192,1192,Asteguieta,,42.861328,-2.729698,1,,0,,Europe/Madrid,0,,
1193,1193,Av. Los Huetos / Mayoristas,,42.857677,-2.720773,1,,0,,Europe/Madrid,0,,
1194,1194,Av. Los Huetos / Azucarera,,42.857162,-2.717545,1,,0,,Europe/Madrid,0,,
1195,1195,Av. Los Huetos / Mercedes,,42.856571,-2.714009,1,,0,,Europe/Madrid,0,,
1196,1196,Lermandabidea / Lanzadera,,42.851131,-2.723789,1,,0,,Europe/Madrid,0,,
1198,1198,Basaldea / Zurripitieta,,42.843491,-2.732307,1,,0,,Europe/Madrid,0,,
1199,1199,Basaldea / Gerezpea,,42.838463,-2.730744,1,,0,,Europe/Madrid,0,,
1200,1200,Arriurdina / Basaldea,,42.835594,-2.730346,1,,0,,Europe/Madrid,0,,
1201,1201,Arriurdina / Jundiz,,42.834812,-2.734888,1,,0,,Europe/Madrid,0,,
1202,1202,Jundiz / Paduleta,,42.832157,-2.734681,1,,0,,Europe/Madrid,0,,
1203,1203,Paduleta / Uzbina,,42.831253,-2.738774,1,,0,,Europe/Madrid,0,,
1204,1204,Paduleta / Mendigorritxu,,42.831131,-2.743844,1,,0,,Europe/Madrid,0,,
1205,1205,Ariñez,,42.829514,-2.748318,1,,0,,Europe/Madrid,0,,
1206,1206,Paduleta / Mendigorritxu,,42.831043,-2.743824,1,,0,,Europe/Madrid,0,,
1207,1207,Paduleta / Uzbina,,42.831165,-2.738766,1,,0,,Europe/Madrid,0,,
1208,1208,Jundiz / Paduleta,,42.832314,-2.73453,1,,0,,Europe/Madrid,0,,
1209,1209,Arriurdina / Jundiz,,42.834763,-2.734678,1,,0,,Europe/Madrid,0,,
1210,1210,Arriurdina / Basaldea,,42.835533,-2.730227,1,,0,,Europe/Madrid,0,,
1211,1211,Basaldea / Gerezpea,,42.838711,-2.730666,1,,0,,Europe/Madrid,0,,
1212,1212,Basaldea / Zurripitieta,,42.843647,-2.732244,1,,0,,Europe/Madrid,0,,
1214,1214,Lermandabidea / Lanzadera,,42.850666,-2.72349,1,,0,,Europe/Madrid,0,,
1215,1215,Lermandabidea / Zuazobidea,,42.849468,-2.73367,1,,0,,Europe/Madrid,0,,
1217,1217,Zurrupitieta / Jundiz,,42.841259,-2.738386,1,,0,,Europe/Madrid,0,,
1218,1218,Zurrupitieta / Mendigorritxu,,42.837917,-2.745589,1,,0,,Europe/Madrid,0,,
1219,1219,Mendigorritxu,,42.840584,-2.746766,1,,0,,Europe/Madrid,0,,
1220,1220,Lermandabidea 4,,42.844357,-2.742692,1,,0,,Europe/Madrid,0,,
1221,1221,Lermandabidea / Zuazobidea,,42.849075,-2.733245,1,,0,,Europe/Madrid,0,,
1224,1224,Derechos Humanos 29,,42.841888,-2.705625,1,,0,,Europe/Madrid,0,,
1225,1225,Derechos Humanos / Reina Sofía,,42.842171,-2.70297,1,,0,,Europe/Madrid,0,,
1226,1226,Naciones Unidas / Paseo Unicef,,42.846207,-2.699992,1,,0,,Europe/Madrid,0,,
1227,1227,Naciones Unidas 1,,42.845329,-2.695142,1,,0,,Europe/Madrid,0,,
1228,1228,Av.Gasteiz / Juzgados,,42.843983,-2.682422,1,,0,,Europe/Madrid,0,,
1229,1229,Av. Santiago 46,,42.847858,-2.65951,1,,0,,Europe/Madrid,0,,
1230,1230,Portal Elorriaga 6,,42.848354,-2.655194,1,,0,,Europe/Madrid,0,,
1231,1231,Portal Elorriaga / Ambulatorio,,42.848774,-2.651921,1,,0,,Europe/Madrid,0,,
1232,1232,Bulevar Salburua / Varsovia,,42.846886,-2.650092,1,,0,,Europe/Madrid,0,,
1233,1233,Bulevar Salburua / La Valletta,,42.844326,-2.649522,1,,0,,Europe/Madrid,0,,
1234,1234,Bulevar Salburua 7,,42.84713,-2.649846,1,,0,,Europe/Madrid,0,,
1235,1235,Av Bruselas 7,,42.8507,-2.651588,1,,0,,Europe/Madrid,0,,
1236,1236,Av Bruselas / Joaquín Collar,,42.851219,-2.654706,1,,0,,Europe/Madrid,0,,
1237,1237,Madrid / Valladolid,,42.852119,-2.65778,1,,0,,Europe/Madrid,0,,
1238,1238,Av. Santiago 55,,42.848,-2.65905,1,,0,,Europe/Madrid,0,,
1239,1239,Naciones Unidas 1,,42.845413,-2.694801,1,,0,,Europe/Madrid,0,,
1240,1240,Zabalgana 39,,42.844048,-2.696862,1,,0,,Europe/Madrid,0,,
1241,1241,Derechos Humanos / Paseo Eskibel,,42.84148,-2.698711,1,,0,,Europe/Madrid,0,,
1242,1242,Derechos Humanos / Reina Sofía,,42.842339,-2.703628,1,,0,,Europe/Madrid,0,,
1243,1243,Derechos Humanos 34,,42.841953,-2.705793,1,,0,,Europe/Madrid,0,,
1245,1245,Antonio Machado / Pasaje,,42.857403,-2.700924,1,,0,,Europe/Madrid,0,,
1246,1246,Antonio Machado 58,,42.858906,-2.697072,1,,0,,Europe/Madrid,0,,
1247,1247,Wellington,,42.859707,-2.692001,1,,0,,Europe/Madrid,0,,
1248,1248,Heraclio Fournier 2,,42.838577,-2.66577,1,,0,,Europe/Madrid,0,,
1249,1249,Heraclio Fournier 24,,42.837242,-2.663286,1,,0,,Europe/Madrid,0,,
1250,1250,Heraclio Fournier 42,,42.8358,-2.660593,1,,0,,Europe/Madrid,0,,
1251,1251,Venta la Estrella 6,,42.837105,-2.657172,1,,0,,Europe/Madrid,0,,
1255,1255,Venta la Estrella / Errekaleor,,42.837837,-2.65472,1,,0,,Europe/Madrid,0,,
1257,1257,Iliada / Bulevar Salburua,,42.843716,-2.650181,1,,0,,Europe/Madrid,0,,
1258,1258,Florida / Jacinto Benavente,,42.841782,-2.655914,1,,0,,Europe/Madrid,0,,
1259,1259,Florida / Judimendi,,42.841579,-2.661586,1,,0,,Europe/Madrid,0,,
1260,1260,Jesús Guridi,,42.844139,-2.66803,1,,0,,Europe/Madrid,0,,
1261,1261,Wellington,,42.859909,-2.69193,1,,0,,Europe/Madrid,0,,
1262,1262,Antonio Machado 17,,42.859089,-2.69717,1,,0,,Europe/Madrid,0,,
1263,1263,Antonio Machado / Pasaje,,42.857342,-2.70165,1,,0,,Europe/Madrid,0,,
1267,1267,Venta la caña,,42.87421,-2.681437,1,,0,,Europe/Madrid,0,,
1268,1268,Av. Los Huetos / Mercedes,,42.856689,-2.714014,1,,0,,Europe/Madrid,0,,
1270,1270,Av. Los Huetos / Mayoristas,,42.857845,-2.721099,1,,0,,Europe/Madrid,0,,
1271,1271,Luis Olariaga / Gernikako Arbola,,42.868088,-2.683161,1,,0,,Europe/Madrid,0,,
1272,1272,Portal de Arriaga / Lascaray,,42.87027,-2.680412,1,,0,,Europe/Madrid,0,,
1273,1273,Arriaga / Pueblo,,42.865677,-2.676752,1,,0,,Europe/Madrid,0,,
1275,1275,Micaela Portilla / Juzgados,,42.843372,-2.681452,1,,0,,Europe/Madrid,0,,
1276,1276,Derechos Humanos / Reina Sofía,,42.841984,-2.701259,1,,0,,Europe/Madrid,0,,
1279,1279,Iruña / Lizarra,,42.860241,-2.696032,1,,0,,Europe/Madrid,0,,
1280,1280,Iruña / Baiona,,42.862152,-2.6978240000000002,1,,0,,Europe/Madrid,0,,
1281,1281,Baiona,,42.863224,-2.695877,1,,0,,Europe/Madrid,0,,
1282,1282,Donostia / Baiona,,42.864574,-2.690565,1,,0,,Europe/Madrid,0,,
1283,1283,Etxezarra,,42.844807,-2.692489,1,,0,,Europe/Madrid,0,,
1295,1295,Prado,,42.845921,-2.674805,1,,0,,Europe/Madrid,0,,
1296,1296,Prado,,42.845844,-2.67521,1,,0,,Europe/Madrid,0,,
1297,1297,Catedral,,42.844872,-2.676875,1,,0,,Europe/Madrid,0,,
1298,1298,Catedral,,42.844906,-2.676825,1,,0,,Europe/Madrid,0,,
1299,1299,Paz,,42.844646,-2.668372,1,,0,,Europe/Madrid,0,,
1300,1300,Paz,,42.844833,-2.668326,1,,0,,Europe/Madrid,0,,
1301,1301,Paz,,42.845028,-2.668275,1,,0,,Europe/Madrid,0,,
1302,1302,Paz,,42.845428,-2.668176,1,,0,,Europe/Madrid,0,,
1306,1306,Cementerio,,42.834026,-2.616074,1,,0,,Europe/Madrid,0,,
1309,1309,Reyes Navarra 19,,42.857365,-2.66929,1,,0,,Europe/Madrid,0,,
1310,1310,Durana Estación,,42.892597,-2.644384,1,,0,,Europe/Madrid,0,,
1311,1311,Viveros,,42.877903,-2.642794,1,,0,,Europe/Madrid,0,,
1312,1312,Larragana / Portal Bergara,,42.867161,-2.65087,1,,0,,Europe/Madrid,0,,
1313,1313,Larragana / Kapelamendi,,42.866844,-2.645695,1,,0,,Europe/Madrid,0,,
1314,1314,Buesa Arena,,42.864433,-2.644102,1,,0,,Europe/Madrid,0,,
1315,1315,Portal Zurbano / Biosfera,,42.863968,-2.647538,1,,0,,Europe/Madrid,0,,
1316,1316,Larragana / Kapelamendi,,42.86702,-2.645639,1,,0,,Europe/Madrid,0,,
1317,1317,Larragana / Portal Bergara,,42.867313,-2.650818,1,,0,,Europe/Madrid,0,,
1318,1318,Portal Bergara / Eskalmendi,,42.873669,-2.646303,1,,0,,Europe/Madrid,0,,
1319,1319,Paula Montal / Escolapias,,42.855732,-2.700585,1,,0,,Europe/Madrid,0,,
1320,1320,Paula Montal / Casas Rojas,,42.855686,-2.703252,1,,0,,Europe/Madrid,0,,
1321,1321,Paula Montal / Casas Rojas,,42.855694,-2.703888,1,,0,,Europe/Madrid,0,,
1322,1322,Naciones Unidas / Mariturri,,42.848881,-2.70871,1,,0,,Europe/Madrid,0,,
1323,1323,Naciones Unidas / Salvador Dalí,,42.848232,-2.704776,1,,0,,Europe/Madrid,0,,
1324,1324,Naciones Unidas / Paseo Unicef,,42.846359,-2.700008,1,,0,,Europe/Madrid,0,,
1325,1325,Naciones Unidas / Salvador Dalí,,42.848488,-2.705075,1,,0,,Europe/Madrid,0,,
1326,1326,Bº Tomás Zumarraga 34,,42.850262,-2.681835,1,,0,,Europe/Madrid,0,,
1327,1327,Reyes de Navarra / Telefónica,,42.857479,-2.669284,1,,0,,Europe/Madrid,0,,
1328,1328,Elvira Zulueta,,42.840897,-2.683429,1,,0,,Europe/Madrid,0,,
1329,1329,Reína Sofía 3,,42.836369,-2.709093,1,,0,,Europe/Madrid,0,,
1330,1330,Mariturri / Oyón,,42.839184,-2.711509,1,,0,,Europe/Madrid,0,,
