stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
1331,1331,Iruña Veleia / Derechos Humanos,,42.841602,-2.708144,1,,0,,Europe/Madrid,0,,
1334,1334,Paz/Hospital Santiago,,42.846355,-2.667951,1,,0,,Europe/Madrid,0,,
1335,1335,Av. Los Huetos 2,,42.853077,-2.696374,1,,0,,Europe/Madrid,0,,
1336,1336,Av. Los Huetos / Jeronimo Roure,,42.852497,-2.694235,1,,0,,Europe/Madrid,0,,
1337,1337,Bulevar Salburua / Paseo de Atenas,,42.851349,-2.65084,1,,0,,Europe/Madrid,0,,
1338,1338,Bruselas / Portal Elorriaga,,42.849743,-2.647297,1,,0,,Europe/Madrid,0,,
1339,1339,Iliada 10,,42.844765,-2.644029,1,,0,,Europe/Madrid,0,,
1340,1340,Iliada / Gabriel Martínez Aragón,,42.846035,-2.639146,1,,0,,Europe/Madrid,0,,
1341,1341,Iliada / Nadine Gordimer,,42.844894,-2.644039,1,,0,,Europe/Madrid,0,,
1342,1342,Guillermo Elio,,42.838989,-2.652043,1,,0,,Europe/Madrid,0,,
1343,1343,Antonio Amat 47,,42.838261,-2.648359,1,,0,,Europe/Madrid,0,,
1344,1344,Antonio Amat 5,,42.841423,-2.644708,1,,0,,Europe/Madrid,0,,
1345,1345,Portal Zurbano 2,,42.86401,-2.65094,1,,0,,Europe/Madrid,0,,
1346,1346,Paula Montal / Escolapias,,42.855602,-2.70049,1,,0,,Europe/Madrid,0,,
1347,1347,Henry Morton Stanley / Av Los Huetos,,42.852901,-2.69865,1,,0,,Europe/Madrid,0,,
1348,1348,Henry Morton Stanley / Océano Atlántico,,42.850231,-2.699469,1,,0,,Europe/Madrid,0,,
1349,1349,Henry Morton Stanley / Av Los Huetos,,42.853008,-2.698533,1,,0,,Europe/Madrid,0,,
1350,1350,Bremen 15,,42.853489,-2.70857,1,,0,,Europe/Madrid,0,,
1351,1351,Bremen/Düsseldorf,,42.85334,-2.709234,1,,0,,Europe/Madrid,0,,
1352,1352,Las Arenas / Mercedes,,42.850052,-2.715156,1,,0,,Europe/Madrid,0,,
1353,1353,Las Arenas / Mercedes,,42.84972,-2.71441,1,,0,,Europe/Madrid,0,,
1354,1354,Antonio Machado / Paula Montal,,42.855793,-2.705069,1,,0,,Europe/Madrid,0,,
1355,1355,Seminario,,42.85078,-2.688389,1,,0,,Europe/Madrid,0,,
1356,1356,Consultas Externas,,42.854122,-2.691658,1,,0,,Europe/Madrid,0,,
1357,1357,Txagorritxu,,42.856216,-2.690957,1,,0,,Europe/Madrid,0,,
1358,1358,Consultas externas,,42.85413,-2.691711,1,,0,,Europe/Madrid,0,,
1359,1359,Hegoalde,,42.836166,-2.668306,1,,0,,Europe/Madrid,0,,
1360,1360,Comandante Izarduy / Zumaquera,,42.835918,-2.669393,1,,0,,Europe/Madrid,0,,
1361,1361,Lermandabidea / Jundiz,,42.846928,-2.738759,1,,0,,Europe/Madrid,0,,
1362,1362,Jundiz / Zurripitieta,,42.841972,-2.737848,1,,0,,Europe/Madrid,0,,
1363,1363,Zurrupitieta / Jundiz,,42.841946,-2.736915,1,,0,,Europe/Madrid,0,,
1364,1364,Lermandabidea / Jundiz,,42.846573,-2.738264,1,,0,,Europe/Madrid,0,,
1365,1365,Lermandabidea/Araneta,,42.844601,-2.743405,1,,0,,Europe/Madrid,0,,
1366,1366,Mendigorritxu,,42.84045,-2.746847,1,,0,,Europe/Madrid,0,,
1367,1367,Zurrupitieta / Mendigorritxu,,42.837864,-2.745354,1,,0,,Europe/Madrid,0,,
1368,1368,Derechos Humanos / Paseo Eskibel,,42.841354,-2.698488,1,,0,,Europe/Madrid,0,,
1369,1369,Zabalgana 38,,42.843983,-2.696601,1,,0,,Europe/Madrid,0,,
1370,1370,Florida / Judimendi,,42.841534,-2.661538,1,,0,,Europe/Madrid,0,,
1371,1371,Florida / Jacinto Benavente,,42.841419,-2.657703,1,,0,,Europe/Madrid,0,,
1372,1372,Teresa Calcuta 15,,42.847641,-2.692928,1,,0,,Europe/Madrid,0,,
1373,1373,Teodoro Dublang / Bustinzuri,,42.844292,-2.68863,1,,0,,Europe/Madrid,0,,
1374,1374,Juan Angel Sáez,,42.843784,-2.685388,1,,0,,Europe/Madrid,0,,
1375,1375,Antonio Amat 24,,42.838593,-2.647696,1,,0,,Europe/Madrid,0,,
1376,1376,Venta La Estrella / Oreitiasolo,,42.836929,-2.6576,1,,0,,Europe/Madrid,0,,
1377,1377,Teresa Calcuta 8,,42.847847,-2.693162,1,,0,,Europe/Madrid,0,,
1378,1378,Zurrupitieta / Jundiz,,42.841831,-2.736818,1,,0,,Europe/Madrid,0,,
1379,1379,Iliada / Bulevar Salburua,,42.844063,-2.648385,1,,0,,Europe/Madrid,0,,
1380,1380,Antonio Amat 2,,42.841343,-2.645043,1,,0,,Europe/Madrid,0,,
1381,1381,Iruña Veleia / Reina Sofía,,42.836979,-2.705547,1,,0,,Europe/Madrid,0,,
1382,1382,Iruña Veleia / Oyón,,42.839657,-2.707066,1,,0,,Europe/Madrid,0,,
1383,1383,Iruña Veleia / Reina Sofía,,42.836803,-2.70574,1,,0,,Europe/Madrid,0,,
1384,1384,Mariturri / Oyón,,42.838337,-2.711634,1,,0,,Europe/Madrid,0,,
1385,1385,Mariturri / Reina Sofía,,42.836464,-2.710858,1,,0,,Europe/Madrid,0,,
1386,1386,Txagorritxu,,42.857193,-2.688955,1,,0,,Europe/Madrid,0,,
1389,1389,Viveros,,42.877518,-2.642891,1,,0,,Europe/Madrid,0,,
1391,1391,Pedro Asúa 21,,42.848782,-2.689551,1,,0,,Europe/Madrid,0,,
1392,1392,Esmaltaciones,,42.835403,-2.661227,1,,0,,Europe/Madrid,0,,
1393,1393,Bº Tomás Zumarraga 98,,42.852024,-2.691549,1,,0,,Europe/Madrid,0,,
1394,1394,Jacinto Benavente 2,,42.845318,-2.658339,1,,0,,Europe/Madrid,0,,
1395,1395,Jacinto Benavente / Florida,,42.841888,-2.658521,1,,0,,Europe/Madrid,0,,
1396,1396,Trianas,,42.837143,-2.662541,1,,0,,Europe/Madrid,0,,
1397,1397,Esmaltaciones,,42.83532,-2.661111,1,,0,,Europe/Madrid,0,,
