table_name,field_name,language,translation,record_id
stops,stop_name,es,Bº Tomás Zumarraga 76,1170
stops,stop_name,eu,Jundiz / Paduleta,1202
stops,stop_name,es,Jundiz / Paduleta,1202
stops,stop_name,eu,Teodoro Dublang,1014
stops,stop_name,es,Teodoro Dublang 49,1014
stops,stop_name,eu,Gamarrako atea,1116
stops,stop_name,es,Portal Gamarra 17,1116
stops,stop_name,eu,Katedrala,1298
stops,stop_name,es,Catedral,1298
stops,stop_name,eu,Urartea / San Miguel Atxakoa,1187
stops,stop_name,es,Urartea / San Miguel Atxa,1187
stops,stop_name,eu,Izarbenta / Errekaleor,1255
stops,stop_name,es,Venta la Estrella / Errekaleor,1255
stops,stop_name,eu,Dura (geltokia),1310
stops,stop_name,es,Durana Estación,1310
stops,stop_name,eu,Giza Eskubideak / Eskibel ibilbidea,1368
stops,stop_name,es,Derechos Humanos / Paseo Eskibel,1368
stops,stop_name,eu,Gasteiz hiribidea,1027
stops,stop_name,es,Av. Gasteiz 45,1027
stops,stop_name,eu,Martxoak 8,1166
stops,stop_name,es,8 de marzo 13,1166
stops,stop_name,eu,Antonio Machado / Paula Montal,1354
stops,stop_name,es,Antonio Machado/Paula Montal,1354
stops,stop_name,eu,Martxoak 8,1184
stops,stop_name,es,8 de marzo 24,1184
stops,stop_name,eu,Larragana / Bergarako atea,1317
stops,stop_name,es,Larragana / Portal Bergara,1317
stops,stop_name,eu,Herrandarrak / Hortaleza,1094
stops,stop_name,es,Los Herrán  / Hortaleza,1094
stops,stop_name,eu,Salburua bulebarra / Varsovia,1232
stops,stop_name,es,Bulevar Salburua / Varsovia,1232
stops,stop_name,eu,Mariturri / Oion,1330
stops,stop_name,es,Mariturri / Oyón,1330
stops,stop_name,eu,Antonio Amat,1344
stops,stop_name,es,Antonio Amat 5,1344
stops,stop_name,eu,Forondako atea,1161
stops,stop_name,es,Portal Foronda 24,1161
stops,stop_name,eu,Forondako atea,1162
stops,stop_name,es,Portal Foronda 44,1162
stops,stop_name,eu,Tomas Zumarraga Dohatsua,1176
stops,stop_name,es,Bº Tomás Zumarraga 71,1176
stops,stop_name,eu,Alibarra / Bekolarra,1190
stops,stop_name,es,Alibarra / Bekolarra,1190
stops,stop_name,eu,Prado kalea,1179
stops,stop_name,es,Prado,1179
stops,stop_name,eu,Brusela hiribidea / Joaquin Collar,1236
stops,stop_name,es,Av. Bruselas / Joaquín Collar,1236
stops,stop_name,eu,Jose Maria Cagigal,1149
stops,stop_name,es,José María Cagigal 4,1149
stops,stop_name,eu,Katedrala,1297
stops,stop_name,es,Catedral,1297
stops,stop_name,eu,Mendizorrotza,1074
stops,stop_name,es,Mendizorrotza,1074
stops,stop_name,eu,Zurrupitieta / Mendigorritxu,1367
stops,stop_name,es,Zurrupitieta / Mendigorritxu,1367
stops,stop_name,eu,Legutianoko atea / Iparralde,1006
stops,stop_name,es,Portal Legutiano / Iparralde,1006
stops,stop_name,eu,Gaztelako atea,1154
stops,stop_name,es,Castilla 9,1154
stops,stop_name,eu,Esmaltazioak,1392
stops,stop_name,es,Esmaltaciones,1392
stops,stop_name,eu,Arriagako atea / Laskarai,1272
stops,stop_name,es,Portal Arriaga / Lascaray,1272
stops,stop_name,eu,Txagorritxu,1066
stops,stop_name,es,Txagorritxu,1066
stops,stop_name,eu,Adriano VI.a,1178
stops,stop_name,es,Adriano VI 1,1178
stops,stop_name,eu,Teodoro Dublang / Buztinzuri,1015
stops,stop_name,es,Teodoro Dublang / Bustinzuri,1015
stops,stop_name,eu,Nafarroako Errege-Erreginak,1103
stops,stop_name,es,Reyes Navarra 10,1103
stops,stop_name,eu,Salburua bulebarra / Europar Batasuna,1164
stops,stop_name,es,Bulevar Salburua / Plaza Unión,1164
stops,stop_name,eu,Nazio Batuak / Unicefen ibilbidea,1226
stops,stop_name,es,Naciones Unidas / Paseo Unicef,1226
stops,stop_name,eu,Mendizorrotza,1055
stops,stop_name,es,Mendizorrotza,1055
stops,stop_name,eu,Aztegieta,1192
stops,stop_name,es,Asteguieta,1192
stops,stop_name,eu,Unibertsitatea,1075
stops,stop_name,es,Unibertsitatea,1075
stops,stop_name,eu,Gasteiz hiribidea,1028
stops,stop_name,es,Av. Gasteiz 19,1028
stops,stop_name,eu,Mariturri / Sofia Erregina,1385
stops,stop_name,es,Mariturri / Reina Sofía,1385
stops,stop_name,eu,Salburua bulebarra / Valletta,1233
stops,stop_name,es,Bulevar Salburua / La Valletta,1233
stops,stop_name,eu,Larragana / Kapelamendi,1316
stops,stop_name,es,Larragana / Kapelamendi,1316
stops,stop_name,eu,Madril / Arantzabela,1082
stops,stop_name,es,Madrid / Aranzabela,1082
stops,stop_name,eu,Urartea / Bitoriabide,1186
stops,stop_name,es,Urartea / Vitoriabidea,1186
stops,stop_name,eu,Gamarrako atea / Kantabrikoaren hiribidea,1117
stops,stop_name,es,Portal Gamarra / Cantábrico,1117
stops,stop_name,eu,Donostia,1130
stops,stop_name,es,Donostia 11,1130
stops,stop_name,eu,Jacinto Benavente,1394
stops,stop_name,es,Jacinto Benavente 2,1394
stops,stop_name,eu,Arriagako atea / Venezuela,1133
stops,stop_name,es,Portal Arriaga / Venezuela,1133
stops,stop_name,eu,Arriurdina / Jundiz,1201
stops,stop_name,es,Arriurdina / Júndiz,1201
stops,stop_name,eu,Micaela Portilla / Epaitegiak,1275
stops,stop_name,es,Micaela Portilla / Juzgados,1275
stops,stop_name,eu,Jacinto Benavente / Florida,1395
stops,stop_name,es,Jacinto Benavente/Florida,1395
stops,stop_name,eu,Bake kalea,1300
stops,stop_name,es,Paz,1300
stops,stop_name,eu,Izarbenta / Oreitiasolo,1376
stops,stop_name,es,Venta La Estrella / Oreitiasolo,1376
stops,stop_name,eu,Europa,1019
stops,stop_name,es,Europa,1019
stops,stop_name,eu,Mexiko / Egoitza,1061
stops,stop_name,es,Mexico / Residencia,1061
stops,stop_name,eu,Gamarrako atea,1123
stops,stop_name,es,Portal Gamarra 28,1123
stops,stop_name,eu,Iruña Veleia / Giza eskubideak,1331
stops,stop_name,es,Iruña Veleia / Derechos Humanos,1331
stops,stop_name,eu,Valladolid / Andaluzia,1182
stops,stop_name,es,Valladolid / Andalucía,1182
stops,stop_name,eu,Olagibel,1180
stops,stop_name,es,Olaguibel 20,1180
stops,stop_name,eu,Zabalgana,1240
stops,stop_name,es,Zabalgana 39,1240
stops,stop_name,eu,Guillermo Elio,1342
stops,stop_name,es,Guillermo Elio,1342
stops,stop_name,eu,Oto hiribidea / Antonio Machado,1173
stops,stop_name,es,Av. Los Huetos / Antonio Machado,1173
routes,route_long_name,es,Circular,1
routes,route_long_name,es,BEI A,A
routes,route_long_name,es,BEI B,B
routes,route_long_name,es,Betoño - Zumaquera,3
routes,route_long_name,es,Lakua - Marituri,4
routes,route_long_name,es,Salburua - Sansomendi,5
routes,route_long_name,es,Zabalgana - Arkaiate,6
routes,route_long_name,es,Borinbizkarra-Salburua,7
routes,route_long_name,es,Unibertsitatea,8
routes,route_long_name,es,Gamarra - Zumaquera,9
routes,route_long_name,es,Aldaia - Larrein,10
routes,route_long_name,es,Cementerio El Salvador,E1
routes,route_long_name,es,Fernando Buesa Arena,E3
routes,route_long_name,es,Fernando Buesa Arena,E4
routes,route_long_name,es,San Prudencio,ES
routes,route_long_name,es,Especial Alavés B,E6
routes,route_long_name,es,Abetxuko,E7
routes,route_long_name,es,Especial conciertos Buesa Arena,E8
routes,route_long_name,es,Lakua - Abetxuko,G1
routes,route_long_name,es,Adurtza - Errekaleor,G2
routes,route_long_name,es,Armentia - Zabalgana,G3
routes,route_long_name,es,Sansomendi - Lakua,G4
routes,route_long_name,es,Salburua - Aranbizkarra,G6
routes,route_long_name,es,Especial Alavés A,E5
routes,route_long_name,es,Ferial,F
routes,route_long_name,es,Ferial Nocturno,FN
routes,route_long_name,es,Baskonia Noche,N1
routes,route_long_name,es,Eventos Buesa noche,N2
routes,route_long_name,es,Especial mendi A nocturno,N3
routes,route_long_name,es,Especial mendi B nocturno,N4
routes,route_long_name,eu,1. linea: Gasteizko zirkularra,1
routes,route_long_name,eu,Gasteizko BEI A linea,A
routes,route_long_name,eu,Gasteizko BEI B linea,B
routes,route_long_name,eu,3. linea: Betoño - Zumakadi,3
routes,route_long_name,eu,4. linea: Lakua - Mariturri,4
routes,route_long_name,eu,5. linea: Salburua - Sansomendi,5
routes,route_long_name,eu,6. linea: Zabalgana - Arkaiate,6
routes,route_long_name,eu,7. linea: Borinbizkarra-Salburua,7
routes,route_long_name,eu,8. linea: Unibertsitatea,8
routes,route_long_name,eu,9. linea: Gamarra - Zumakadi,9
routes,route_long_name,eu,10. linea: Aldaia - Lirrein,10
routes,route_long_name,eu,E1: Salbatzailearen hilerriko linea,E1
routes,route_long_name,eu,E3: Buesa Arena linea,E3
routes,route_long_name,eu,E4: Buesa Arena linea,E4
routes,route_long_name,eu,ES linea: Prudentzio Deuna,ES
routes,route_long_name,eu,E6: Alaves taldearen partidetarako zerbitzu berezia,E6
routes,route_long_name,eu,E7: Zerbitzu berezia Abetxukura,E7
routes,route_long_name,eu,E8: Buesa Arena kontzertu bereziak,E8
routes,route_long_name,eu,G1 linea: Gautxoriaren 1. linea. Lakua-Abetxuku,G1
routes,route_long_name,eu,G2 linea: Gautxoriaren 2. linea. Adurtza-Salburua,G2
routes,route_long_name,eu,G3 linea: Gautxoriaren 3. linea. Armentia-Zabalgana,G3
routes,route_long_name,eu,G4 linea: Gautxoriaren 4. linea. Sansomendi-Lakua,G4
routes,route_long_name,eu,G6 linea: Gautxoriaren 6. linea. Salburua-Aranbizkarra,G6
routes,route_long_name,eu,E5: Alaves taldearen partidetarako zerbitzu berezia,E5
routes,route_long_name,eu,F linea: Azoka,F
routes,route_long_name,eu,FN linea: Gau-azoka,FN
routes,route_long_name,eu,N1: Buesa Arena linea,N1
routes,route_long_name,eu,N2: Buesa Arena linea,N2
routes,route_long_name,eu,N3: Alaves taldearen partidetarako zerbitzu berezia,N3
routes,route_long_name,eu,N4: Buesa Arena kontzertu bereziak,N4
