route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
A,4deAgosto(Tuvisa2023-06-05),pse-5ec2e99da36,hacia Zaramaga/ Boulevard,11:41_LA_1055_1042,0,,shp_3_60,0,0
A,SantiagoFestivo(Tuvisa2023-06-05),pse-5ec5e168068,hacia Zaramaga/ Boulevard,21:37_LA_1055_1042,0,,shp_3_60,0,0
B,LaborablesAgosto(Tuvisa2023-06-05),pse-5ecb6e1ae7e,hacia Zaramaga/ Boulevard,11:17_LB_1074_1064,0,,shp_3_66,0,0
A,Domingos(Tuvisa2023-06-05),pse-5ecdaa1cc68,hacia Zaramaga/ Boulevard,10:57_LA_1055_1042,0,,shp_3_60,0,0
A,SantiagoFestivo(Tuvisa2023-06-05),pse-5ecdbbc24b0,hacia Mendizorrotza,10:20_LA_1042_1055,0,,shp_3_76,0,0
7,SantiagoFestivo(Tuvisa2023-06-05),pse-5ece2ce4079,hacia Henry Morton Stanley / Océano Atlántico,13:00_L7_1298_1348,1,,shp_3_18,0,0
4,Laborables(Tuvisa2023-04-14),pse-5ed4e1db642,hacia Donostia / Baiona,20:00_L4_1382_1282,1,,shp_3_59,0,0
5,Laborables(Tuvisa2023),pse-5ed67cff515,hacia Ariñez,15:00_L5B_1338_1205,0,,shp_3_11,0,0
A,Sabados(Tuvisa2023),pse-5ed8d0b9b72,hacia Zaramaga/ Boulevard,18:32_LA_1055_1042,0,,shp_3_60,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-5eda37df228,hacia Iliada / Gabriel Martínez Aragón,17:10_L6_1334_1340,1,,shp_3_64,0,0
1,Sabados(Tuvisa2023-06-05),pse-5edc20e2e0d,hacia Catedral,19:40_L1_1309_1012,0,,shp_3_68,0,0
B,Laborables(Tuvisa2023-04-14),pse-5edcbf8c7ad,hacia Mendizorrotza,08:24_LB_1064_1074,0,,shp_3_78,0,0
10,FiestasBlancaLab(Tuvisa2023-06-05),pse-5ee0ad8f06b,hacia Paz,14:35_L10_1379_1302,0,,shp_3_48,0,0
A,Laborables(Tuvisa2023-06-05),pse-5ee11177b29,hacia Mendizorrotza,21:42_LA_1042_1055,0,,shp_3_76,0,0
8,Sabados(Tuvisa2023-06-05),pse-5ee306d0b50,hacia Intermodal,14:00_L8_1031_1022,0,,shp_3_61,0,0
1,Laborables(Tuvisa2023-06-05),pse-5ee604939f2,hacia Catedral,10:30_L1_1309_1012,0,,shp_3_68,0,0
7,Sabados(Tuvisa2023-06-05),pse-5ee7d9eb3a5,hacia Iliada / Bulevar Salburua,14:15_L7_1348_1257,0,,shp_3_35,0,0
1,4deAgosto(Tuvisa2023-06-05),pse-5eea8fa9381,hacia Catedral,13:40_L1_1309_1012,0,,shp_3_68,0,0
4,Domingos(Tuvisa-2023-01-30),pse-5eebaf92ec7,hacia Donostia / Baiona,17:20_L4_1382_1282,1,,shp_3_59,0,0
10,Domingos(Tuvisa2023-04-14),pse-5ef0a185f33,hacia Naciones Unidas / Mariturri,09:20_L10_1379_1322,1,,shp_3_47,0,0
1,Sabados(Tuvisa-2023-01-30),pse-5ef3d854de8,hacia Reyes Navarra 19,08:57_L1_1012_1309,0,,shp_3_12,0,0
B,Laborables(Tuvisa2023-06-05),pse-5ef80e57b2a,hacia Zaramaga/ Boulevard,15:13_LB_1074_1064,0,,shp_3_66,0,0
B,Laborables(Tuvisa2023-06-05),pse-5efa7356795,hacia Mendizorrotza,20:32_LB_1064_1074,0,,shp_3_78,0,0
7,SabadosAgosto(Tuvisa2023-06-05),pse-5efaa9e9935,hacia Iliada / Bulevar Salburua,09:45_L7_1348_1257,0,,shp_3_35,0,0
A,LaborablesAgosto(Tuvisa2023-06-05),pse-5eff7c9f778,hacia Zaramaga/ Boulevard,07:05_LA_1055_1042,0,,shp_3_60,0,0
A,Laborables(Tuvisa2023-06-05),pse-5f002b13568,hacia Zaramaga/ Boulevard,18:50_LA_1055_1042,0,,shp_3_60,0,0
10,Sabados(Tuvisa2023-04-14),pse-5f01f097857,hacia Naciones Unidas / Mariturri,11:50_L10_1379_1322,1,,shp_3_47,0,0
8,Domingos(Tuvisa2023-04-14),pse-5f04d6ff8b3,hacia Intermodal,16:40_L8_1031_1022,0,,shp_3_61,0,0
1,4deAgosto(Tuvisa2023-06-05),pse-5f0713f1b81,hacia Reyes Navarra 19,18:17_L1_1012_1309,0,,shp_3_12,0,0
6,Laborables(Tuvisa-2023-01-30),pse-5f07f79700a,hacia Mariturri / Reina Sofía,12:10_L6_1340_1385,1,,shp_3_51,0,0
1,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-5f1024e6bac,hacia Reyes Navarra 19,20:17_L1_1012_1309,0,,shp_3_12,0,0
10,Laborables(Tuvisa-2023-01-30),pse-5f11e51eaf4,hacia Naciones Unidas / Mariturri,16:10_L10_1379_1322,1,,shp_3_47,0,0
6,FiestasBlancaLab(Tuvisa2023-06-05),pse-5f12866f50f,hacia Catedral,21:15_L6_1385_1297,1,,shp_3_57,0,0
6,Sabados(Tuvisa2023-04-14),pse-5f155d36683,hacia Mariturri / Reina Sofía,16:00_L6_1340_1385,1,,shp_3_51,0,0
10,Laborables(Tuvisa-2023-01-30),pse-5f186f73371,hacia Iliada / Bulevar Salburua,13:50_L10_1322_1379,0,,shp_3_70,0,0
B,Domingos(Tuvisa2023-06-05),pse-5f1b80a7aa9,hacia Zaramaga/ Boulevard,19:37_LB_1074_1064,0,,shp_3_66,0,0
5,SabadosAgosto(Tuvisa2023-06-05),pse-5f22e3c4e6f,hacia Bruselas / Portal Elorriaga,12:05_L5A_1192_1338,1,,shp_3_4,0,0
A,Laborables(Tuvisa2023-04-14),pse-5f24474e5ff,hacia Zaramaga/ Boulevard,18:29_LA_1055_1042,0,,shp_3_60,0,0
A,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5f2a8757164,hacia Zaramaga/ Boulevard,07:07_LA_1055_1042,0,,shp_3_60,0,0
G2,Gautxori(Tuvisa2023-06-05),pse-5f2b66bac4c,hacia Jesús Guridi,23:00_G2_1260_1260,0,,shp_3_49,0,0
10,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-5f2cd7c9c25,hacia Iliada / Bulevar Salburua,14:00_L10_1302_1379,1,,shp_3_62,0,0
8,Laborables(Tuvisa-2023-01-30),pse-5f2e3061060,hacia Intermodal,07:47_L8_1031_1022,0,,shp_3_61,0,0
1,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5f317ecabab,hacia Reyes Navarra 19,19:32_L1_1012_1309,0,,shp_3_12,0,0
6,FiestasBlancaLab(Tuvisa2023-06-05),pse-5f32fa116d7,hacia Iliada / Gabriel Martínez Aragón,17:55_L6_1334_1340,1,,shp_3_64,0,0
A,Laborables(Tuvisa-2023-01-30),pse-5f339c7ad3c,hacia Zaramaga/ Boulevard,09:23_LA_1055_1042,0,,shp_3_60,0,0
B,Domingos(Tuvisa-2023-01-30),pse-5f35bfb1439,hacia Mendizorrotza,14:40_LB_1064_1074,0,,shp_3_78,0,0
3,SabadosAgosto(Tuvisa2023-06-05),pse-5f37a831961,hacia Portal Bergara 25,18:00_L3_1360_1087,1,,shp_3_26,0,0
9,Laborables(Tuvisa-2023-01-30),pse-5f3c85106c1,hacia Gamarra Mayor,13:53_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
10,Laborables(Tuvisa2023-06-05),pse-5f43dae9102,hacia Naciones Unidas / Mariturri,07:40_L10_1379_1322,1,,shp_3_47,0,0
10,Sabados(Tuvisa2023-04-14),pse-5f49afbfe73,hacia Naciones Unidas / Mariturri,08:35_L10_1379_1322,1,,shp_3_47,0,0
8,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5f4c7de40a6,hacia Nieves Cano / Unibersitatea,19:45_L8_1022_1031,0,,shp_3_45,0,0
1,Laborables(Tuvisa2023),pse-5f4cb28b5e4,hacia Catedral,20:15_L1_1309_1012,0,,shp_3_68,0,0
8,Laborables(Tuvisa2023-04-14),pse-5f4f58aad8d,hacia Intermodal,12:47_L8_1031_1022,0,,shp_3_61,0,0
10,SantiagoFestivo(Tuvisa2023-06-05),pse-5f52d537080,hacia Iliada / Bulevar Salburua,17:00_L10_1302_1379,1,,shp_3_62,0,0
3,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-5f5582f8303,hacia Comandante Izarduy / Zumaquera,17:30_L3_1087_1360,0,,shp_3_73,0,0
3,Sabados(Tuvisa2023-04-14),pse-5f57868a907,hacia Portal Bergara 25,11:30_L3_1360_1087,1,,shp_3_25,0,0
B,Laborables(Tuvisa2023-06-05),pse-5f59cfc24ae,hacia Zaramaga/ Boulevard,11:36_LB_1074_1064,0,,shp_3_66,0,0
10,Laborables(Tuvisa-2023-01-30),pse-5f5a1e25ca7,hacia Naciones Unidas / Mariturri,17:00_L10_1379_1322,1,,shp_3_47,0,0
10,Laborables(Tuvisa2023),pse-5f5a778cda9,hacia Naciones Unidas / Mariturri,21:00_L10_1379_1322,1,,shp_3_47,0,0
B,Laborables(Tuvisa2023-06-05),pse-5f5f0487064,hacia Mendizorrotza,11:47_LB_1064_1074,0,,shp_3_78,0,0
5,Domingos(Tuvisa-2023-01-30),pse-5f606675b91,hacia Bruselas / Portal Elorriaga,07:20_L5_1350_1338,1,,shp_3_1,0,0
3,Domingos(Tuvisa-2023-01-30),pse-5f619c63a40,hacia Portal Bergara 25,09:00_L3_1360_1087,1,,shp_3_25,0,0
9,SabadosAgosto(Tuvisa2023-06-05),pse-5f6399fa642,hacia Zalduondo,12:15_L9_1114_1121,0,,shp_3_40,0,0
5,Laborables(Tuvisa2023),pse-5f65d491b3f,hacia Bremen 15,20:00_L5_1338_1350,0,,shp_3_6,0,0
8,Domingos(Tuvisa2023-06-05),pse-5f6665b447a,hacia Intermodal,08:00_L8_1031_1022,0,,shp_3_61,0,0
10,Sabados(Tuvisa2023-04-14),pse-5f668113c27,hacia Iliada / Bulevar Salburua,21:00_L10_1322_1379,0,,shp_3_70,0,0
10,DomingosAgosto(Tuvisa2023-06-05),pse-5f69b042641,hacia Iliada / Bulevar Salburua,11:40_L10_1322_1379,0,,shp_3_70,0,0
1,Laborables(Tuvisa2023-04-14),pse-5f6b756b427,hacia Reyes Navarra 19,07:02_L1_1012_1309,0,,shp_3_12,0,0
7,Laborables(Tuvisa-2023-01-30),pse-5f6ec5d7af2,hacia Henry Morton Stanley / Océano Atlántico,13:10_L7_1257_1348,1,,shp_3_43,0,0
10,Domingos(Tuvisa2023-06-05),pse-5f6f69d2918,hacia Iliada / Bulevar Salburua,13:20_L10_1322_1379,0,,shp_3_70,0,0
8,Domingos(Tuvisa2023-04-14),pse-5f70e5e782e,hacia Intermodal,07:40_L8_1031_1022,0,,shp_3_61,0,0
B,Laborables(Tuvisa2023-04-14),pse-5f721a6c574,hacia Mendizorrotza,14:49_LB_1064_1074,0,,shp_3_78,0,0
1,Sabados(Tuvisa2023-06-05),pse-5f7920f3172,hacia Catedral,16:00_L1_1309_1012,0,,shp_3_68,0,0
1,Sabados(Tuvisa2023-04-14),pse-5f793b5e19e,hacia Reyes Navarra 19,11:57_L1_1012_1309,0,,shp_3_12,0,0
4,SantiagoFestivo(Tuvisa2023-06-05),pse-5f7a395fe3d,hacia Catedral,22:15_L4_1282_1012,0,,shp_3_37,0,0
8,Laborables(Tuvisa2023-04-14),pse-5f80bfc0b10,hacia Intermodal,09:17_L8_1031_1022,0,,shp_3_61,0,0
6,Laborables(Tuvisa2023),pse-5f80e8c5a06,hacia Iliada / Gabriel Martínez Aragón,11:00_L6_1385_1340,0,,shp_3_56,0,0
1,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5f8255d8a81,hacia Reyes Navarra 19,15:47_L1_1012_1309,0,,shp_3_12,0,0
G3,Gautxori678y9Agosto(Tuvisa2023-06-05),pse-5f830804223,hacia Catedral,02:20_G3_1298_1298,0,,shp_3_19,0,0
7,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-5f83168ee56,hacia Catedral,14:20_L7_1348_1298,0,,shp_3_36,0,0
5,Domingos(Tuvisa2023-06-05),pse-5f87c483636,hacia Bremen 15,11:20_L5_1338_1350,0,,shp_3_6,0,0
E1,CementerioDomingo(Tuvisa2023-06-05),pse-5f90c91edd5,hacia Prado,13:15_57,1,,shp_3_24,0,0
4,4deAgosto(Tuvisa2023-06-05),pse-5f93a261d3c,hacia Donostia / Baiona,11:35_L4_1382_1282,1,,shp_3_59,0,0
A,Laborables(Tuvisa-2023-01-30),pse-5f9402f2699,hacia Mendizorrotza,19:57_LA_1042_1055,0,,shp_3_76,0,0
ES,ESSanPrudencia28Abril(Tuvisa2023-04-14),pse-5f9403079ef,hacia Paz,10:30_ES_ARMENTIA_PAZ,1,,shp_3_5,0,0
5,Domingos(Tuvisa2023-06-05),pse-5f958734b0b,hacia Bruselas / Portal Elorriaga,12:00_L5_1350_1338,1,,shp_3_1,0,0
10,Sabados(Tuvisa-2023-01-30),pse-5f95fcf7737,hacia Naciones Unidas / Mariturri,08:05_L10_1379_1322,1,,shp_3_47,0,0
9,4deAgosto(Tuvisa2023-06-05),pse-5f97b46b79e,hacia Gamarra Mayor,17:45_L9_1360_1114,1,,shp_3_30,0,0
10,Laborables(Tuvisa2023-06-05),pse-5f9a19ae713,hacia Naciones Unidas / Mariturri,07:50_L10_1379_1322,1,,shp_3_47,0,0
A,4deAgosto(Tuvisa2023-06-05),pse-5f9e2f912ee,hacia Zaramaga/ Boulevard,12:05_LA_1055_1042,0,,shp_3_60,0,0
9,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5fa13d31356,hacia Gamarra Mayor,18:53_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
7,Laborables(Tuvisa-2023-01-30),pse-5fa3478ba9e,hacia Iliada / Bulevar Salburua,15:50_L7_1348_1257,0,,shp_3_35,0,0
8,Laborables(Tuvisa2023-04-14),pse-5fa4301fa63,hacia Nieves Cano / Unibersitatea,06:00_L8_1022_1031,0,,shp_3_45,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-5fa4bb05c5b,hacia Mariturri / Reina Sofía,06:00_L6_1340_1385,1,,shp_3_51,0,0
6,Laborables(Tuvisa2023),pse-5fa4c6b0a5b,hacia Mariturri / Reina Sofía,08:50_L6_1340_1385,1,,shp_3_52,0,0
4,SantiagoFestivo(Tuvisa2023-06-05),pse-5fa9a78a291,hacia Iruña Veleia / Oyón,13:20_L4_1282_1382,0,,shp_3_38,0,0
5,Sabados(Tuvisa2023-04-14),pse-5fab58fa70f,hacia Bremen 15,11:45_L5_1338_1350,0,,shp_3_6,0,0
9,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-5fad64a843b,hacia Gamarra Mayor,08:13_L9_1121_1114,0,,shp_3_75,0,0
1,SabadosAgosto(Tuvisa2023-06-05),pse-5fad70b78cd,hacia Reyes Navarra 19,21:57_L1_1012_1309,0,,shp_3_12,0,0
A,Laborables(Tuvisa2023-04-14),pse-5faec06c027,hacia Zaramaga/ Boulevard,10:26_LA_1055_1042,0,,shp_3_60,0,0
5,Sabados(Tuvisa2023),pse-5fafc4a7298,hacia Bruselas / Portal Elorriaga,17:25_L5_1350_1338,1,,shp_3_1,0,0
9,4deAgosto(Tuvisa2023-06-05),pse-5fb249dbd5b,hacia Gamarra Mayor,07:13_L9_1121_1114,0,,shp_3_75,0,0
3,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-5fbfa18b890,hacia Portal Bergara 25,09:30_L3_1360_1087,1,,shp_3_26,0,0
1,DomingosAgosto(Tuvisa2023-06-05),pse-5fc124c3c5e,hacia Reyes Navarra 19,18:57_L1_1012_1309,0,,shp_3_12,0,0
5,LaborablesAgosto(Tuvisa2023-06-05),pse-5fc14b46424,hacia Bruselas / Portal Elorriaga,16:25_L5_1350_1338,1,,shp_3_1,0,0
A,SabadosAgosto(Tuvisa2023-06-05),pse-5fc6ff40a86,hacia Mendizorrotza,08:30_LA_1042_1055,0,,shp_3_76,0,0
9,4deAgosto(Tuvisa2023-06-05),pse-5fc8cad846a,hacia Gamarra Mayor,08:15_L9_1360_1114,1,,shp_3_30,0,0
5,Sabados(Tuvisa-2023-01-30),pse-5fc928480c0,hacia Bruselas / Portal Elorriaga,09:05_L5A_1192_1338,1,,shp_3_4,0,0
8,Domingos(Tuvisa2023-04-14),pse-5fd058d7d50,hacia Nieves Cano / Unibersitatea,15:00_L8_1022_1031,0,,shp_3_45,0,0
10,SabadosAgosto(Tuvisa2023-06-05),pse-5fd80368970,hacia Iliada / Bulevar Salburua,16:45_L10_1322_1379,0,,shp_3_70,0,0
1,SabadosAgosto(Tuvisa2023-06-05),pse-5fdb2f61e15,hacia Catedral,12:20_L1_1309_1012,0,,shp_3_68,0,0
5,Domingos(Tuvisa2023-04-14),pse-5fdc302dad7,hacia Bremen 15,10:20_L5_1338_1350,0,,shp_3_6,0,0
9,Sabados(Tuvisa2023-06-05),pse-5fdf5d5fc5d,hacia Gamarra Mayor,10:43_L9_1121_1114,0,,shp_3_75,0,0
B,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-5fdf7c63532,hacia Zaramaga/ Boulevard,11:01_LB_1074_1064,0,,shp_3_66,0,0
G2,Gautxori(Tuvisa2023-04-14),pse-5fe4e33f045,hacia Jesús Guridi,03:00_G2_1260_1260,0,,shp_3_49,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-5fe921f87e3,hacia Iliada / Gabriel Martínez Aragón,13:00_L6_1385_1340,0,,shp_3_56,0,0
7,LaborablesAgosto(Tuvisa2023-06-05),pse-5fe9c1f57bb,hacia Iliada / Bulevar Salburua,10:15_L7_1348_1257,0,,shp_3_35,0,0
6,Sabados(Tuvisa2023-04-14),pse-5fea38d8b3c,hacia Mariturri / Reina Sofía,15:45_L6_1340_1385,1,,shp_3_51,0,0
6,Laborables(Tuvisa2023),pse-5feaae1aaad,hacia Iliada / Gabriel Martínez Aragón,05:40_L6_1385_1340,0,,shp_3_56,0,0
8,4deAgosto(Tuvisa2023-06-05),pse-5feac2390ae,hacia Intermodal,15:40_L8_1031_1022,0,,shp_3_61,0,0
3,Sabados(Tuvisa-2023-01-30),pse-5fedba3e417,hacia Comandante Izarduy / Zumaquera,11:30_L3_1087_1360,0,,shp_3_72,0,0
A,Domingos(Tuvisa-2023-01-30),pse-5ff667d394c,hacia Mendizorrotza,12:20_LA_1042_1055,0,,shp_3_76,0,0
B,Laborables(Tuvisa2023-04-14),pse-5ff6ec583fe,hacia Mendizorrotza,14:28_LB_1064_1074,0,,shp_3_78,0,0
A,Domingos(Tuvisa-2023-01-30),pse-5ff95f2abb9,hacia Zaramaga/ Boulevard,11:17_LA_1055_1042,0,,shp_3_60,0,0
A,DomingosAgosto(Tuvisa2023-06-05),pse-5ff97cdc4ac,hacia Zaramaga/ Boulevard,11:17_LA_1055_1042,0,,shp_3_60,0,0
1,Laborables(Tuvisa2023-06-05),pse-5ffce24cca7,hacia Catedral,13:45_L1_1309_1012,0,,shp_3_68,0,0
6,Laborables(Tuvisa2023),pse-5fffbb55ace,hacia Iliada / Gabriel Martínez Aragón,14:40_L6_1385_1340,0,,shp_3_56,0,0
B,SabadosAgosto(Tuvisa2023-06-05),pse-6004c13877a,hacia Mendizorrotza,13:30_LB_1064_1074,0,,shp_3_78,0,0
1,4deAgosto(Tuvisa2023-06-05),pse-6007af29659,hacia Reyes Navarra 19,19:37_L1_1012_1309,0,,shp_3_12,0,0
4,SabadosAgosto(Tuvisa2023-06-05),pse-6009bc3d6ff,hacia Donostia / Baiona,12:35_L4_1382_1282,1,,shp_3_59,0,0
3,Laborables(Tuvisa2023),pse-600a0755607,hacia Portal Bergara 25,13:05_L3_1360_1087,1,,shp_3_25,0,0
1,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-60132956e55,hacia Catedral,18:00_L1_1309_1012,0,,shp_3_68,0,0
5,Sabados(Tuvisa-2023-01-30),pse-60149e83f35,hacia Asteguieta,07:00_L5A_1338_1192,0,,shp_3_7,0,0
1,Domingos(Tuvisa2023-04-14),pse-60177a156df,hacia Reyes Navarra 19,13:17_L1_1012_1309,0,,shp_3_12,0,0
A,Sabados(Tuvisa2023-06-05),pse-601822992fd,hacia Mendizorrotza,13:45_LA_1042_1055,0,,shp_3_76,0,0
6,Sabados(Tuvisa2023-04-14),pse-601948ff682,hacia Iliada / Gabriel Martínez Aragón,16:15_L6_1385_1340,0,,shp_3_56,0,0
10,LaborablesAgosto(Tuvisa2023-06-05),pse-601aa62186b,hacia Iliada / Bulevar Salburua,14:15_L10_1322_1379,0,,shp_3_70,0,0
4,LaborablesAgosto(Tuvisa2023-06-05),pse-601b0e3ab19,hacia Donostia / Baiona,20:20_L4_1382_1282,1,,shp_3_59,0,0
6,Domingos(Tuvisa2023-06-05),pse-601dc4f3cbd,hacia Mariturri / Reina Sofía,13:40_L6_1340_1385,1,,shp_3_51,0,0
6,Laborables(Tuvisa2023-04-14),pse-601fa77fa8c,hacia Iliada / Gabriel Martínez Aragón,18:10_L6_1385_1340,0,,shp_3_56,0,0
B,Laborables(Tuvisa2023-06-05),pse-6020f2768f5,hacia Mendizorrotza,15:17_LB_1064_1074,0,,shp_3_78,0,0
9,Sabados(Tuvisa2023-04-14),pse-60245c45734,hacia Aretxabaleta,17:45_L9_GAMARRA_ARETXABALETA,0,,shp_3_40,0,0
7,SabadosAgosto(Tuvisa2023-06-05),pse-602d2c4d0f3,hacia Iliada / Bulevar Salburua,15:30_L7_1348_1257,0,,shp_3_35,0,0
6,Laborables(Tuvisa-2023-01-30),pse-602d30a2339,hacia Iliada / Gabriel Martínez Aragón,18:00_L6_1385_1340,0,,shp_3_56,0,0
10,LaborablesAgosto(Tuvisa2023-06-05),pse-602f01df5ef,hacia Naciones Unidas / Mariturri,20:20_L10_1379_1322,1,,shp_3_47,0,0
7,Domingos(Tuvisa2023-06-05),pse-60314e2b4ae,hacia Henry Morton Stanley / Océano Atlántico,12:40_L7_1257_1348,1,,shp_3_43,0,0
10,Domingos(Tuvisa2023-06-05),pse-60358401dbe,hacia Naciones Unidas / Mariturri,22:00_L10_1379_1322,1,,shp_3_47,0,0
A,Laborables(Tuvisa2023-04-14),pse-6038752b69c,hacia Zaramaga/ Boulevard,07:18_LA_1055_1042,0,,shp_3_60,0,0
A,Sabados(Tuvisa2023-06-05),pse-603bba9cd98,hacia Mendizorrotza,21:45_LA_1042_1055,0,,shp_3_76,0,0
9,Sabados(Tuvisa2023-06-05),pse-6047782f10c,hacia Gamarra Mayor,20:43_L9_1121_1114,0,,shp_3_75,0,0
6,Laborables(Tuvisa2023-06-05),pse-6047a8c7a44,hacia Iliada / Gabriel Martínez Aragón,08:30_L6_1385_1340,0,,shp_3_56,0,0
7,Domingos(Tuvisa2023-04-14),pse-6048765fe78,hacia Iliada / Bulevar Salburua,18:00_L7_1348_1257,0,,shp_3_35,0,0
7,SabadosAgosto(Tuvisa2023-06-05),pse-6048c7b984a,hacia Henry Morton Stanley / Océano Atlántico,09:50_L7_1257_1348,1,,shp_3_43,0,0
6,SabadosAgosto(Tuvisa2023-06-05),pse-604908e4634,hacia Mariturri / Reina Sofía,18:30_L6_1340_1385,1,,shp_3_51,0,0
6,Domingos(Tuvisa2023-04-14),pse-604b47bb7a5,hacia Mariturri / Reina Sofía,16:40_L6_1340_1385,1,,shp_3_51,0,0
8,Sabados(Tuvisa-2023-01-30),pse-60531350cb3,hacia Nieves Cano / Unibersitatea,15:00_L8_1022_1031,0,,shp_3_45,0,0
8,Laborables(Tuvisa2023-04-14),pse-60552b5d4ae,hacia Nieves Cano / Unibersitatea,09:15_L8_1022_1031,0,,shp_3_45,0,0
B,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-6056a698214,hacia Zaramaga/ Boulevard,08:29_LB_1074_1064,0,,shp_3_66,0,0
6,Laborables(Tuvisa-2023-01-30),pse-6057c7ce64a,hacia Mariturri / Reina Sofía,11:20_L6_1340_1385,1,,shp_3_51,0,0
B,Domingos(Tuvisa2023-04-14),pse-6057f814be5,hacia Zaramaga/ Boulevard,17:37_LB_1074_1064,0,,shp_3_66,0,0
1,LaborablesAgostoSINL6L7L10(Tuvisa2023-06-05),pse-6059ee29437,hacia Catedral,09:40_L1_1309_1012,0,,shp_3_68,0,0
4,Sabados(Tuvisa2023-04-14),pse-605a2b874a9,hacia Donostia / Baiona,17:50_L4_1382_1282,1,,shp_3_59,0,0
8,Domingos(Tuvisa2023-06-05),pse-605b0f62352,hacia Intermodal,11:40_L8_1031_1022,0,,shp_3_61,0,0
B,Domingos(Tuvisa-2023-01-30),pse-605b3982ed9,hacia Zaramaga/ Boulevard,18:57_LB_1074_1064,0,,shp_3_66,0,0
9,Laborables(Tuvisa2023),pse-60605cde516,hacia Gamarra Mayor,09:33_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
1,Domingos(Tuvisa2023-04-14),pse-60613ee7876,hacia Catedral,17:40_L1_1309_1012,0,,shp_3_68,0,0
10,Laborables(Tuvisa2023-04-14),pse-606289eef92,hacia Naciones Unidas / Mariturri,09:40_L10_1379_1322,1,,shp_3_47,0,0
1,Laborables(Tuvisa2023-06-05),pse-6065c849922,hacia Reyes Navarra 19,18:17_L1_1012_1309,0,,shp_3_12,0,0
G3,Gautxori(Tuvisa2023),pse-6066dd7fad6,hacia Catedral,00:20_G3_1298_1298,0,,shp_3_19,0,0
10,Laborables(Tuvisa2023),pse-60677b40759,hacia Iliada / Bulevar Salburua,10:00_L10_1322_1379,0,,shp_3_70,0,0
9,Domingos(Tuvisa-2023-01-30),pse-606c453631a,hacia Gamarra Mayor,13:13_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
5,Laborables(Tuvisa2023-06-05),pse-606d51ab634,hacia Bremen 15,10:00_L5_1338_1350,0,,shp_3_6,0,0
9,Domingos(Tuvisa2023-04-14),pse-606dd148d9b,hacia Aretxabaleta,21:45_L9_GAMARRA_ARETXABALETA,0,,shp_3_40,0,0
10,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-606f5cd15a1,hacia Naciones Unidas / Mariturri,17:20_L10_1379_1322,1,,shp_3_47,0,0
10,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-6070445399b,hacia Catedral,09:40_L10_1322_1298,0,,shp_3_71,0,0
5,Sabados(Tuvisa2023),pse-607ca4a9d0e,hacia Prado,22:10_L5_1350_1179,1,,shp_3_2,0,0
6,Sabados(Tuvisa2023),pse-607cc9cdbb0,hacia Mariturri / Reina Sofía,08:30_L6_1340_1385,1,,shp_3_52,0,0
A,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-607d945d8e8,hacia Zaramaga/ Boulevard,15:27_LA_1055_1042,0,,shp_3_60,0,0
4,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-60852b5b2bb,hacia Iruña Veleia / Oyón,18:50_L4_1282_1382,0,,shp_3_38,0,0
8,Sabados(Tuvisa2023-04-14),pse-6086aaf3061,hacia Nieves Cano / Unibersitatea,14:00_L8_1022_1031,0,,shp_3_45,0,0
3,Laborables(Tuvisa2023-04-14),pse-6086eac8d32,hacia Portal Bergara 25,20:45_L3_1360_1087,1,,shp_3_25,0,0
6,Sabados(Tuvisa2023-06-05),pse-60894fbc90b,hacia Iliada / Gabriel Martínez Aragón,17:15_L6_1385_1340,0,,shp_3_56,0,0
10,Sabados(Tuvisa2023),pse-608962c54de,hacia Naciones Unidas / Mariturri,20:05_L10_1379_1322,1,,shp_3_47,0,0
A,Sabados(Tuvisa2023),pse-608a546bf8c,hacia Mendizorrotza,08:45_LA_1042_1055,0,,shp_3_76,0,0
