route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,Laborables(Tuvisa-2023-01-30),pse-4c3ad671416,hacia Catedral,10:15_L1_1309_1012,0,,shp_3_68,0,0
10,Sabados(Tuvisa2023),pse-4c3bfb4d643,hacia Naciones Unidas / Mariturri,12:35_L10_1379_1322,1,,shp_3_47,0,0
9,Laborables(Tuvisa2023-04-14),pse-4c3c4170d57,hacia Comandante Izarduy / Zumaquera,14:30_L9_1114_1360,0,,shp_3_39,0,0
5,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-4c3f3cba75c,hacia Bremen 15,08:20_L5_1338_1350,0,,shp_3_6,0,0
8,Sabados(Tuvisa-2023-01-30),pse-4c3fdb2ffca,hacia Intermodal,15:40_L8_1031_1022,0,,shp_3_61,0,0
6,Laborables(Tuvisa2023),pse-4c40fd54b6a,hacia Mariturri / Reina Sofía,18:40_L6_1340_1385,1,,shp_3_52,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-4c41c4b015a,hacia Mariturri / Reina Sofía,14:40_L6_1297_1385,0,,shp_3_15,0,0
6,Sabados(Tuvisa2023),pse-4c41f1d60e2,hacia Mariturri / Reina Sofía,10:15_L6_1340_1385,1,,shp_3_52,0,0
7,Domingos(Tuvisa2023),pse-4c423b94a0b,hacia Iliada / Bulevar Salburua,11:40_L7_1348_1257,0,,shp_3_35,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-4c44ce56f99,hacia Paz/Hospital Santiago,19:15_L6_1340_1334,0,,shp_3_53,0,0
10,Sabados(Tuvisa-2023-01-30),pse-4c4f197f817,hacia Naciones Unidas / Mariturri,19:50_L10_1379_1322,1,,shp_3_47,0,0
B,Domingos(Tuvisa2023-06-05),pse-4c4f702ddad,hacia Mendizorrotza,07:00_LB_1064_1074,0,,shp_3_78,0,0
9,Sabados(Tuvisa-2023-01-30),pse-4c5225a31d6,hacia Aretxabaleta,07:15_L9_GAMARRA_ARETXABALETA,0,,shp_3_40,0,0
B,Laborables(Tuvisa-2023-01-30),pse-4c53c4a6899,hacia Zaramaga/ Boulevard,16:51_LB_1074_1064,0,,shp_3_66,0,0
5,Laborables(Tuvisa2023-06-05),pse-4c53f82d123,hacia Asteguieta,06:50_L5A_1338_1192,0,,shp_3_7,0,0
3,Sabados(Tuvisa2023-06-05),pse-4c53fb35305,hacia Portal Bergara 25,14:00_L3_1360_1087,1,,shp_3_26,0,0
4,Sabados(Tuvisa2023-06-05),pse-4c5bde60c00,hacia Donostia / Baiona,14:35_L4_1382_1282,1,,shp_3_59,0,0
6,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-4c5bf8bdad9,hacia Iliada / Gabriel Martínez Aragón,16:40_L6_1385_1340,0,,shp_3_56,0,0
8,Domingos(Tuvisa2023-06-05),pse-4c694f74fb7,hacia Nieves Cano / Unibersitatea,17:40_L8_1022_1031,0,,shp_3_45,0,0
7,SabadosAgosto(Tuvisa2023-06-05),pse-4c6df29544d,hacia Henry Morton Stanley / Océano Atlántico,09:35_L7_1257_1348,1,,shp_3_43,0,0
4,Domingos(Tuvisa2023-04-14),pse-4c84277a444,hacia Donostia / Baiona,18:40_L4_1382_1282,1,,shp_3_59,0,0
6,Laborables(Tuvisa-2023-01-30),pse-4c89b972756,hacia Iliada / Gabriel Martínez Aragón,09:00_L6_1385_1340,0,,shp_3_56,0,0
7,Laborables(Tuvisa-2023-01-30),pse-4c8ab828839,hacia Iliada / Bulevar Salburua,14:00_L7_1348_1257,0,,shp_3_35,0,0
7,Sabados(Tuvisa-2023-01-30),pse-4c8d0698162,hacia Henry Morton Stanley / Océano Atlántico,18:20_L7_1257_1348,1,,shp_3_43,0,0
9,LaborablesAgosto(Tuvisa2023-06-05),pse-4c8f821c2db,hacia Comandante Izarduy / Zumaquera,13:45_L9_1114_1360_1,0,,shp_3_41,0,0
6,Domingos(Tuvisa2023-06-05),pse-4c9140f0310,hacia Mariturri / Reina Sofía,14:20_L6_1340_1385,1,,shp_3_51,0,0
1,Domingos(Tuvisa2023-06-05),pse-4c9199cc692,hacia Catedral,22:20_L1_1309_1012,0,,shp_3_68,0,0
10,Sabados(Tuvisa2023-06-05),pse-4c92fda6b41,hacia Iliada / Bulevar Salburua,14:15_L10_1322_1379,0,,shp_3_70,0,0
6,Sabados(Tuvisa2023-04-14),pse-4c96275e5f6,hacia Prado,22:15_L6_1385_1295,0,,shp_3_55,0,0
6,Sabados(Tuvisa-2023-01-30),pse-4ca6747bfd2,hacia Prado,22:15_L6_1385_1295,0,,shp_3_55,0,0
6,Laborables(Tuvisa2023-04-14),pse-4ca89661f22,hacia Iliada / Gabriel Martínez Aragón,20:20_L6_1385_1340,0,,shp_3_56,0,0
7,Domingos(Tuvisa-2023-01-30),pse-4cabcf6e271,hacia Henry Morton Stanley / Océano Atlántico,14:40_L7_1257_1348,1,,shp_3_43,0,0
1,Sabados(Tuvisa2023),pse-4cb0c8d9603,hacia Catedral,10:20_L1_1309_1012,0,,shp_3_68,0,0
5,Domingos(Tuvisa2023-06-05),pse-4cb2276db8e,hacia Asteguieta,22:00_L5A_1338_1192,0,,shp_3_7,0,0
10,Laborables(Tuvisa2023),pse-4cb24da565d,hacia Iliada / Bulevar Salburua,10:40_L10_1322_1379,0,,shp_3_70,0,0
8,Laborables(Tuvisa2023),pse-4cb517aa2f2,hacia Intermodal,16:47_L8_1031_1022,0,,shp_3_61,0,0
9,DomingosAgostoSINL6L7L10(Tuvisa2023-06-05),pse-4cb72491db5,hacia Zalduondo,14:15_L9_1114_1121,0,,shp_3_40,0,0
3,Domingos(Tuvisa-2023-01-30),pse-4cbab177463,hacia Comandante Izarduy / Zumaquera,12:00_L3_1087_1360,0,,shp_3_72,0,0
6,4deAgosto(Tuvisa2023-06-05),pse-4cbea74c52d,hacia Iliada / Gabriel Martínez Aragón,12:45_L6_1385_1340,0,,shp_3_56,0,0
6,Laborables(Tuvisa2023-06-05),pse-4cc2ec0899d,hacia Mariturri / Reina Sofía,21:30_L6_1340_1385,1,,shp_3_51,0,0
A,Sabados(Tuvisa2023-06-05),pse-4cc42034057,hacia Zaramaga/ Boulevard,16:17_LA_1055_1042,0,,shp_3_60,0,0
9,Laborables(Tuvisa2023-06-05),pse-4cc6f9cfd55,hacia Comandante Izarduy / Zumaquera,08:30_L9_1114_1360,0,,shp_3_39,0,0
7,LaborablesAgosto(Tuvisa2023-06-05),pse-4ccc15a6792,hacia Henry Morton Stanley / Océano Atlántico,17:50_L7_1257_1348,1,,shp_3_43,0,0
B,4deAgosto(Tuvisa2023-06-05),pse-4cccc2bf72c,hacia Zaramaga/ Boulevard,07:05_LB_1074_1064,0,,shp_3_66,0,0
5,Laborables(Tuvisa2023-06-05),pse-4ccfc77407d,hacia Ariñez,05:10_L5B_1338_1205_ITV_ARI,0,,shp_3_10,0,0
1,SantiagoFestivo(Tuvisa2023-06-05),pse-4cd060ca32e,hacia Catedral,15:20_L1_1309_1012,0,,shp_3_68,0,0
5,Laborables(Tuvisa-2023-01-30),pse-4cd0be15f2e,hacia Zurrupitieta / Jundiz,07:10_L5C_1338_1217,0,,shp_3_8,0,0
7,FiestasBlancaLab(Tuvisa2023-06-05),pse-4cd6ca877f8,hacia Henry Morton Stanley / Océano Atlántico,21:20_L7_1298_1348,1,,shp_3_18,0,0
8,Laborables(Tuvisa-2023-01-30),pse-4cd6e401124,hacia Nieves Cano / Unibersitatea,19:45_L8_1022_1031,0,,shp_3_45,0,0
A,Laborables(Tuvisa2023),pse-4cdbec17f3f,hacia Zaramaga/ Boulevard,08:41_LA_1055_1042,0,,shp_3_60,0,0
6,Laborables(Tuvisa-2023-01-30),pse-4cdceb7c1f9,hacia Mariturri / Reina Sofía,14:20_L6_1340_1385,1,,shp_3_51,0,0
8,DomingosAgosto(Tuvisa2023-06-05),pse-4ce46ca13dd,hacia Nieves Cano / Unibersitatea,07:00_L8_1022_1031,0,,shp_3_45,0,0
5,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-4cea2debc02,hacia Asteguieta,17:20_L5A_1338_1192,0,,shp_3_7,0,0
5,Laborables(Tuvisa-2023-01-30),pse-4cebd54a9bb,hacia Bruselas / Portal Elorriaga,14:30_L5C_1217_1338,1,,shp_3_77,0,0
9,Domingos(Tuvisa2023-04-14),pse-4cec576350a,hacia Gamarra Mayor,18:43_L9_ARETXABALETA_GAMARRA,0,,shp_3_75,0,0
7,Laborables(Tuvisa2023),pse-4ced52db6f0,hacia Iliada / Bulevar Salburua,14:00_L7_1348_1257,0,,shp_3_35,0,0
5,Sabados(Tuvisa2023),pse-4ceda53285b,hacia Bremen 15,17:45_L5_1338_1350,0,,shp_3_6,0,0
10,4deAgosto(Tuvisa2023-06-05),pse-4cedbd728df,hacia Paz,22:05_L10_1379_1302,0,,shp_3_48,0,0
A,Domingos(Tuvisa2023),pse-4cf0e8e416d,hacia Zaramaga/ Boulevard,14:57_LA_1055_1042,0,,shp_3_60,0,0
G4,Gautxori678y9Agosto(Tuvisa2023-06-05),pse-4cf18899240,hacia Catedral,00:40_G4_1012_1012,0,,shp_3_32,0,0
4,Sabados(Tuvisa2023-04-14),pse-4cf1b67ff2c,hacia Donostia / Baiona,07:05_L4_1382_1282,1,,shp_3_59,0,0
4,LaborablesAgosto(Tuvisa2023-06-05),pse-4cfb3ba78df,hacia Iruña Veleia / Oyón,11:15_L4_1282_1382,0,,shp_3_38,0,0
6,FiestasBlancaLab(Tuvisa2023-06-05),pse-4cfbf61a26e,hacia Mariturri / Reina Sofía,08:40_L6_1297_1385,0,,shp_3_15,0,0
B,Laborables(Tuvisa2023-04-14),pse-4cfd3e2df55,hacia Mendizorrotza,08:10_LB_1064_1074,0,,shp_3_78,0,0
5,Sabados(Tuvisa2023-04-14),pse-4cfdb0775d3,hacia Bremen 15,22:15_L5_1338_1350,0,,shp_3_6,0,0
8,SabadosAgosto(Tuvisa2023-06-05),pse-4cffc2ebcd9,hacia Intermodal,17:00_L8_1031_1022,0,,shp_3_61,0,0
3,4deAgosto(Tuvisa2023-06-05),pse-4d03a81e0f6,hacia Portal Bergara 25,08:00_L3_1360_1087_1,1,,shp_3_28,0,0
7,Sabados(Tuvisa2023),pse-4d0496df400,hacia Iliada / Bulevar Salburua,17:00_L7_1348_1257,0,,shp_3_35,0,0
10,Laborables(Tuvisa2023-04-14),pse-4d04c99108d,hacia Iliada / Bulevar Salburua,13:30_L10_1322_1379,0,,shp_3_70,0,0
3,Sabados(Tuvisa2023),pse-4d0a72568ef,hacia Comandante Izarduy / Zumaquera,13:30_L3_1087_1360,0,,shp_3_72,0,0
6,SantiagoFestivo(Tuvisa2023-06-05),pse-4d0ae0fb805,hacia Paz/Hospital Santiago,09:20_L6_1340_1334,0,,shp_3_53,0,0
6,Sabados(Tuvisa2023-06-05),pse-4d0b97785ff,hacia Iliada / Gabriel Martínez Aragón,12:45_L6_1385_1340,0,,shp_3_56,0,0
7,LaborablesBEIcargaMendi(Tuvisa-2023-01-30),pse-4d112c05eb1,hacia Henry Morton Stanley / Océano Atlántico,20:50_L7_1257_1348,1,,shp_3_43,0,0
B,Laborables(Tuvisa2023),pse-4d1cbba43d7,hacia Zaramaga/ Boulevard,13:56_LB_1074_1064,0,,shp_3_66,0,0
10,FiestasBlancaFestivo(Tuvisa2023-06-05),pse-4d1e6d56b23,hacia Catedral,16:20_L10_1322_1298,0,,shp_3_71,0,0
1,Domingos(Tuvisa-2023-01-30),pse-4d21fb96275,hacia Reyes Navarra 19,22:17_L1_1012_1309,0,,shp_3_12,0,0
3,Laborables(Tuvisa2023),pse-4d242b54518,hacia Portal Bergara 25,17:45_L3_1360_1087,1,,shp_3_25,0,0
6,Sabados(Tuvisa-2023-01-30),pse-4d265bdfb60,hacia Iliada / Gabriel Martínez Aragón,07:00_L6_1385_1340,0,,shp_3_56,0,0
B,Domingos(Tuvisa2023-06-05),pse-4d27cc66710,hacia Mendizorrotza,19:40_LB_1064_1074,0,,shp_3_78,0,0
6,DomingosAgosto(Tuvisa2023-06-05),pse-4d281af451a,hacia Mariturri / Reina Sofía,11:00_L6_1340_1385,1,,shp_3_51,0,0
9,DomingosAgosto(Tuvisa2023-06-05),pse-4d2c52fdfcc,hacia Zalduondo,20:45_L9_1114_1121,0,,shp_3_40,0,0
5,Laborables(Tuvisa2023-04-14),pse-4d3464ebce8,hacia Asteguieta,16:20_L5A_1338_1192,0,,shp_3_7,0,0
